Generic exceptions should never be thrown;Code Smell;Local variables should not shadow class fields;Code Smell;3
Deficient Encapsulation;Design Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;3
Null pointers should not be dereferenced;Code Smell;Unutilized Abstraction;Design Smell;3
@Deprecated code should not be used;Code Smell;Deprecated code should be removed;Code Smell;3
Preconditions and logging arguments should not require evaluation;Code Smell;Sections of code should not be commented out;Code Smell;3
Map.get and value test should be replaced with single method call;Code Smell;Null pointers should not be dereferenced;Code Smell;3
Collection.isEmpty() should be used to test for emptiness;Code Smell;Cyclically-dependent Modularization;Design Smell;3
The diamond operator (<>) should be used;Code Smell;Type parameter names should comply with a naming convention;Code Smell;3
Feature Concentration;Architectural Smell;switch statements should have default clauses;Code Smell;3
Deficient Encapsulation;Design Smell;Source files should not have any duplicated blocks;Code Smell;3
Boxed Boolean should be avoided in boolean expressions;Code Smell;Generic exceptions should never be thrown;Code Smell;3
Unused private fields should be removed;Code Smell;throws declarations should not be superfluous;Code Smell;3
Collection.isEmpty() should be used to test for emptiness;Code Smell;Unutilized Abstraction;Design Smell;3
Boxed Boolean should be avoided in boolean expressions;Code Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;3
Conditionally executed blocks should be reachable;Code Smell;String literals should not be duplicated;Code Smell;3
Dead stores should be removed;Code Smell;Loops should not contain more than a single break or continue statement;Code Smell;3
Boolean literals should not be redundant;Code Smell;Java 8 features should be preferred to Guava;Code Smell;3
Exceptions should be either logged or rethrown but not both;Code Smell;Unnecessary imports should be removed;Code Smell;3
Local variables should not be declared and then immediately returned or thrown;Code Smell;Unnecessary imports should be removed;Code Smell;3
Insufficient Modularization;Design Smell;Wide Hierarchy;Design Smell;3
Methods should not have identical implementations;Code Smell;Methods should not have too many parameters;Code Smell;3
Collapsible if statements should be merged;Code Smell;Null pointers should not be dereferenced;Code Smell;3
Feature Concentration;Architectural Smell;Strings and Boxed types should be compared using equals();Code Smell;3
Strings and Boxed types should be compared using equals();Code Smell;The diamond operator (<>) should be used;Code Smell;3
Feature Concentration;Architectural Smell;Unused local variables should be removed;Code Smell;3
Feature Concentration;Architectural Smell;Null checks should not be used with instanceof;Code Smell;3
Constructors should not be used to instantiate String  BigInteger  BigDecimal and primitive-wrapper classes;Code Smell;Deficient Encapsulation;Design Smell;3
Catches should be combined;Code Smell;Preconditions and logging arguments should not require evaluation;Code Smell;3
@Override should be used on overriding and implementing methods;Code Smell;Cognitive Complexity of methods should not be too high;Code Smell;3
Anonymous inner classes containing only one method should become lambdas;Code Smell;Ternary operators should not be nested;Code Smell;3
Unutilized Abstraction;Design Smell;Utility classes should not have public constructors;Code Smell;3
Anonymous inner classes containing only one method should become lambdas;Code Smell;Local variables should not shadow class fields;Code Smell;3
@Deprecated code should not be used;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;3
Catches should be combined;Code Smell;Unused method parameters should be removed;Code Smell;3
The diamond operator (<>) should be used;Code Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;3
Unutilized Abstraction;Design Smell;Using command line arguments is security-sensitive;Code Smell;3
Boxed Boolean should be avoided in boolean expressions;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;3
Deficient Encapsulation;Design Smell;Methods should not be empty;Code Smell;3
Subclasses that add fields should override equals;Code Smell;The diamond operator (<>) should be used;Code Smell;3
Insufficient Modularization;Design Smell;Unused local variables should be removed;Code Smell;3
Abstract classes without fields should be converted to interfaces;Code Smell;The diamond operator (<>) should be used;Code Smell;3
Boolean expressions should not be gratuitous;Code Smell;Methods should not have too many parameters;Code Smell;3
@Deprecated code should not be used;Code Smell;Conditionally executed blocks should be reachable;Code Smell;3
Anonymous inner classes containing only one method should become lambdas;Code Smell;Collapsible if statements should be merged;Code Smell;3
Generic exceptions should never be thrown;Code Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;3
Loops should not contain more than a single break or continue statement;Code Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;3
Collapsible if statements should be merged;Code Smell;Unutilized Abstraction;Design Smell;3
Deficient Encapsulation;Design Smell;Multifaceted Abstraction;Design Smell;3
InterruptedException should not be ignored;Code Smell;Methods should not have too many parameters;Code Smell;3
Feature Concentration;Architectural Smell;Field names should comply with a naming convention;Code Smell;3
Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;throws declarations should not be superfluous;Code Smell;3
Local variable and method parameter names should comply with a naming convention;Code Smell;Methods should not have too many parameters;Code Smell;3
Cyclically-dependent Modularization;Design Smell;Unused private fields should be removed;Code Smell;3
Java 8 features should be preferred to Guava;Code Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;3
@Override should be used on overriding and implementing methods;Code Smell;Unutilized Abstraction;Design Smell;3
Sections of code should not be commented out;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;3
Insufficient Modularization;Design Smell;Map.get and value test should be replaced with single method call;Code Smell;3
Boolean expressions should not be gratuitous;Code Smell;The diamond operator (<>) should be used;Code Smell;3
Generic exceptions should never be thrown;Code Smell;Null pointers should not be dereferenced;Code Smell;3
Null pointers should not be dereferenced;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;3
Catches should be combined;Code Smell;Changing or bypassing accessibility is security-sensitive;Code Smell;3
Deprecated code should be removed;Code Smell;Insufficient Modularization;Design Smell;3
Feature Concentration;Architectural Smell;Loggers should be named for their enclosing classes;Code Smell;3
Preconditions and logging arguments should not require evaluation;Code Smell;Track uses of TODO tags;Code Smell;3
Loops should not contain more than a single break or continue statement;Code Smell;Unnecessary imports should be removed;Code Smell;3
Boolean literals should not be redundant;Code Smell;Track uses of TODO tags;Code Smell;3
Deficient Encapsulation;Design Smell;Unused method parameters should be removed;Code Smell;3
Standard outputs should not be used directly to log anything;Code Smell;Unutilized Abstraction;Design Smell;3
Cyclically-dependent Modularization;Design Smell;static base class members should not be accessed via derived types;Code Smell;3
Cognitive Complexity of methods should not be too high;Code Smell;Try-catch blocks should not be nested;Code Smell;3
Exceptions should be either logged or rethrown but not both;Code Smell;Feature Concentration;Architectural Smell;3
Feature Concentration;Architectural Smell;Inheritance tree of classes should not be too deep;Code Smell;3
Conditionally executed blocks should be reachable;Code Smell;throws declarations should not be superfluous;Code Smell;3
Local variable and method parameter names should comply with a naming convention;Code Smell;Method names should comply with a naming convention;Code Smell;3
Java 8 features should be preferred to Guava;Code Smell;String literals should not be duplicated;Code Smell;3
Anonymous inner classes containing only one method should become lambdas;Code Smell;Resources should be closed;Code Smell;3
Child class fields should not shadow parent class fields;Code Smell;Unnecessary imports should be removed;Code Smell;3
Catches should be combined;Code Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;3
Cognitive Complexity of methods should not be too high;Code Smell;Conditionally executed blocks should be reachable;Code Smell;3
Changing or bypassing accessibility is security-sensitive;Code Smell;The diamond operator (<>) should be used;Code Smell;3
Unused method parameters should be removed;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;3
Standard outputs should not be used directly to log anything;Code Smell;Using command line arguments is security-sensitive;Code Smell;3
Feature Concentration;Architectural Smell;Ternary operators should not be nested;Code Smell;3
Cognitive Complexity of methods should not be too high;Code Smell;Dead stores should be removed;Code Smell;3
Catches should be combined;Code Smell;Dead stores should be removed;Code Smell;3
Map.get and value test should be replaced with single method call;Code Smell;Unnecessary imports should be removed;Code Smell;3
Cognitive Complexity of methods should not be too high;Code Smell;Empty arrays and collections should be returned instead of null;Code Smell;3
Methods should not have too many parameters;Code Smell;Ternary operators should not be nested;Code Smell;3
Loops should not contain more than a single break or continue statement;Code Smell;Track uses of TODO tags;Code Smell;3
The diamond operator (<>) should be used;Code Smell;static base class members should not be accessed via derived types;Code Smell;3
Printf-style format strings should be used correctly;Code Smell;String literals should not be duplicated;Code Smell;3
InterruptedException should not be ignored;Code Smell;The diamond operator (<>) should be used;Code Smell;3
Methods should not have too many parameters;Code Smell;Nested blocks of code should not be left empty;Code Smell;3
Broken Hierarchy;Design Smell;Generic exceptions should never be thrown;Code Smell;3
Cognitive Complexity of methods should not be too high;Code Smell;Ternary operators should not be nested;Code Smell;3
Catches should be combined;Code Smell;Sections of code should not be commented out;Code Smell;3
Feature Concentration;Architectural Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;3
Unnecessary imports should be removed;Code Smell;Utility classes should not have public constructors;Code Smell;3
Boolean literals should not be redundant;Code Smell;Insufficient Modularization;Design Smell;3
Collapsible if statements should be merged;Code Smell;Deficient Encapsulation;Design Smell;3
Cognitive Complexity of methods should not be too high;Code Smell;Unused private fields should be removed;Code Smell;3
Java 8 features should be preferred to Guava;Code Smell;Map.get and value test should be replaced with single method call;Code Smell;3
Cognitive Complexity of methods should not be too high;Code Smell;Deprecated code should be removed;Code Smell;3
Loggers should be named for their enclosing classes;Code Smell;The diamond operator (<>) should be used;Code Smell;2
Local variables should not be declared and then immediately returned or thrown;Code Smell;Null pointers should not be dereferenced;Code Smell;2
Method names should comply with a naming convention;Code Smell;Unused private fields should be removed;Code Smell;2
Anonymous inner classes containing only one method should become lambdas;Code Smell;Type parameter names should comply with a naming convention;Code Smell;2
Collection.isEmpty() should be used to test for emptiness;Code Smell;Unnecessary imports should be removed;Code Smell;2
Cognitive Complexity of methods should not be too high;Code Smell;Methods should not be empty;Code Smell;2
Track uses of TODO tags;Code Smell;Wide Hierarchy;Design Smell;2
Empty arrays and collections should be returned instead of null;Code Smell;Methods should not have too many parameters;Code Smell;2
Method names should comply with a naming convention;Code Smell;Null pointers should not be dereferenced;Code Smell;2
Abstract methods should not be redundant;Code Smell;Feature Concentration;Architectural Smell;2
Local variables should not be declared and then immediately returned or thrown;Code Smell;Unused private fields should be removed;Code Smell;2
Methods should not be empty;Code Smell;Methods should not have too many parameters;Code Smell;2
Broken Hierarchy;Design Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
@Deprecated code should not be used;Code Smell;Unnecessary imports should be removed;Code Smell;2
Map.get and value test should be replaced with single method call;Code Smell;Try-catch blocks should not be nested;Code Smell;2
@Deprecated code should not be used;Code Smell;Unused private fields should be removed;Code Smell;2
Abstract methods should not be redundant;Code Smell;Anonymous inner classes containing only one method should become lambdas;Code Smell;2
Maps with keys that are enum values should be replaced with EnumMap;Code Smell;Track uses of TODO tags;Code Smell;2
Changing or bypassing accessibility is security-sensitive;Code Smell;Cognitive Complexity of methods should not be too high;Code Smell;2
Null pointers should not be dereferenced;Code Smell;Track uses of TODO tags;Code Smell;2
Try-catch blocks should not be nested;Code Smell;throws declarations should not be superfluous;Code Smell;2
Insufficient Modularization;Design Smell;Method names should comply with a naming convention;Code Smell;2
Constants should not be defined in interfaces;Code Smell;Deficient Encapsulation;Design Smell;2
Dead stores should be removed;Code Smell;String literals should not be duplicated;Code Smell;2
Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;Unused method parameters should be removed;Code Smell;2
Changing or bypassing accessibility is security-sensitive;Code Smell;throws declarations should not be superfluous;Code Smell;2
Collapsible if statements should be merged;Code Smell;Local variables should not be declared and then immediately returned or thrown;Code Smell;2
Loggers should be named for their enclosing classes;Code Smell;Unutilized Abstraction;Design Smell;2
Generic exceptions should never be thrown;Code Smell;ThreadLocal variables should be cleaned up when no longer used;Code Smell;2
Loops should not contain more than a single break or continue statement;Code Smell;Sections of code should not be commented out;Code Smell;2
Boolean expressions should not be gratuitous;Code Smell;Collapsible if statements should be merged;Code Smell;2
Unnecessary imports should be removed;Code Smell;switch statements should have default clauses;Code Smell;2
Empty arrays and collections should be returned instead of null;Code Smell;Unused method parameters should be removed;Code Smell;2
Feature Envy;Design Smell;Insufficient Modularization;Design Smell;2
Resources should be closed;Code Smell;throws declarations should not be superfluous;Code Smell;2
Boolean literals should not be redundant;Code Smell;Method names should comply with a naming convention;Code Smell;2
Java 8 features should be preferred to Guava;Code Smell;Utility classes should not have public constructors;Code Smell;2
Declarations should use Java collection interfaces such as List rather than specific implementation classes such as LinkedList;Code Smell;Unnecessary imports should be removed;Code Smell;2
Cognitive Complexity of methods should not be too high;Code Smell;InterruptedException should not be ignored;Code Smell;2
Boxed Boolean should be avoided in boolean expressions;Code Smell;Local variables should not be declared and then immediately returned or thrown;Code Smell;2
Conditionally executed blocks should be reachable;Code Smell;Ternary operators should not be nested;Code Smell;2
Feature Concentration;Architectural Smell;Non-primitive fields should not be volatile;Code Smell;2
Boolean literals should not be redundant;Code Smell;Printf-style format strings should be used correctly;Code Smell;2
Try-catch blocks should not be nested;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
Arrays should not be copied using loops;Code Smell;Feature Concentration;Architectural Smell;2
Catches should be combined;Code Smell;Cyclically-dependent Modularization;Design Smell;2
Cyclically-dependent Modularization;Design Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
Unnecessary Abstraction;Design Smell;Unutilized Abstraction;Design Smell;2
Deficient Encapsulation;Design Smell;Empty statements should be removed;Code Smell;2
Boxed Boolean should be avoided in boolean expressions;Code Smell;InterruptedException should not be ignored;Code Smell;2
Resources should be closed;Code Smell;The diamond operator (<>) should be used;Code Smell;2
Cyclically-dependent Modularization;Design Smell;Empty statements should be removed;Code Smell;2
Classes from sun.* packages should not be used;Code Smell;Source files should not have any duplicated blocks;Code Smell;2
Field names should comply with a naming convention;Code Smell;The diamond operator (<>) should be used;Code Smell;2
Java 8 features should be preferred to Guava;Code Smell;Resources should be closed;Code Smell;2
Collection.isEmpty() should be used to test for emptiness;Code Smell;Preconditions and logging arguments should not require evaluation;Code Smell;2
Cognitive Complexity of methods should not be too high;Code Smell;Deprecated elements should have both the annotation and the Javadoc tag;Code Smell;2
Arrays should not be copied using loops;Code Smell;The diamond operator (<>) should be used;Code Smell;2
Two branches in a conditional structure should not have exactly the same implementation;Code Smell;throws declarations should not be superfluous;Code Smell;2
Child class fields should not shadow parent class fields;Code Smell;Track uses of TODO tags;Code Smell;2
Insufficient Modularization;Design Smell;Jump statements should not be redundant;Code Smell;2
Generic exceptions should never be thrown;Code Smell;String literals should not be duplicated;Code Smell;2
Arrays should not be copied using loops;Code Smell;Methods should not have too many parameters;Code Smell;2
Printf-style format strings should be used correctly;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
Private fields only used as local variables in methods should become local variables;Code Smell;Unutilized Abstraction;Design Smell;2
Cyclically-dependent Modularization;Design Smell;Method names should comply with a naming convention;Code Smell;2
Cyclically-dependent Modularization;Design Smell;Ternary operators should not be nested;Code Smell;2
Catches should be combined;Code Smell;Printf-style format strings should be used correctly;Code Smell;2
Unused local variables should be removed;Code Smell;Unused method parameters should be removed;Code Smell;2
Collection.isEmpty() should be used to test for emptiness;Code Smell;Null pointers should not be dereferenced;Code Smell;2
Deprecated code should be removed;Code Smell;Source files should not have any duplicated blocks;Code Smell;2
Cognitive Complexity of methods should not be too high;Code Smell;Unused local variables should be removed;Code Smell;2
Field names should comply with a naming convention;Code Smell;Track uses of TODO tags;Code Smell;2
Printf-style format strings should be used correctly;Code Smell;Try-catch blocks should not be nested;Code Smell;2
Unnecessary imports should be removed;Code Smell;Unused local variables should be removed;Code Smell;2
Catches should be combined;Code Smell;Local variables should not be declared and then immediately returned or thrown;Code Smell;2
Generic exceptions should never be thrown;Code Smell;Modifiers should be declared in the correct order;Code Smell;2
Insufficient Modularization;Design Smell;Ternary operators should not be nested;Code Smell;2
Catches should be combined;Code Smell;Subclasses that add fields should override equals;Code Smell;2
Collapsible if statements should be merged;Code Smell;Collection.isEmpty() should be used to test for emptiness;Code Smell;2
Feature Concentration;Architectural Smell;Fields in a Serializable class should either be transient or serializable;Code Smell;2
Boxed Boolean should be avoided in boolean expressions;Code Smell;Cyclically-dependent Modularization;Design Smell;2
Insufficient Modularization;Design Smell;InterruptedException should not be ignored;Code Smell;2
Anonymous inner classes containing only one method should become lambdas;Code Smell;switch statements should have default clauses;Code Smell;2
String literals should not be duplicated;Code Smell;switch statements should have default clauses;Code Smell;2
Fields in a Serializable class should either be transient or serializable;Code Smell;Sections of code should not be commented out;Code Smell;2
Deprecated code should be removed;Code Smell;Methods should not have too many parameters;Code Smell;2
Cyclically-dependent Modularization;Design Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;2
Child class fields should not shadow parent class fields;Code Smell;Source files should not have any duplicated blocks;Code Smell;2
Assignments should not be redundant;Code Smell;Deficient Encapsulation;Design Smell;2
Nested blocks of code should not be left empty;Code Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;2
Arrays should not be copied using loops;Code Smell;Insufficient Modularization;Design Smell;2
Feature Concentration;Architectural Smell;Generic wildcard types should not be used in return parameters;Code Smell;2
Inheritance tree of classes should not be too deep;Code Smell;The diamond operator (<>) should be used;Code Smell;2
Assignments should not be redundant;Code Smell;Generic exceptions should never be thrown;Code Smell;2
Java 8 features should be preferred to Guava;Code Smell;Null pointers should not be dereferenced;Code Smell;2
Methods should not be empty;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
Anonymous inner classes containing only one method should become lambdas;Code Smell;Subclasses that add fields should override equals;Code Smell;2
Anonymous inner classes containing only one method should become lambdas;Code Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;2
Java 8 features should be preferred to Guava;Code Smell;Source files should not have any duplicated blocks;Code Smell;2
Java 8 features should be preferred to Guava;Code Smell;Unused local variables should be removed;Code Smell;2
Methods should not have identical implementations;Code Smell;Source files should not have any duplicated blocks;Code Smell;2
Cognitive Complexity of methods should not be too high;Code Smell;Jump statements should not be redundant;Code Smell;2
Methods should not be empty;Code Smell;static base class members should not be accessed via derived types;Code Smell;2
Local variable and method parameter names should comply with a naming convention;Code Smell;Printf-style format strings should be used correctly;Code Smell;2
Broken Hierarchy;Design Smell;Subclasses that add fields should override equals;Code Smell;2
Boolean literals should not be redundant;Code Smell;String literals should not be duplicated;Code Smell;2
Source files should not have any duplicated blocks;Code Smell;Unused private fields should be removed;Code Smell;2
Generic exceptions should never be thrown;Code Smell;Loops should not contain more than a single break or continue statement;Code Smell;2
Cognitive Complexity of methods should not be too high;Code Smell;Field names should comply with a naming convention;Code Smell;2
Catches should be combined;Code Smell;Exceptions should be either logged or rethrown but not both;Code Smell;2
ThreadLocal variables should be cleaned up when no longer used;Code Smell;ThreadLocal.withInitial should be preferred;Code Smell;2
Resources should be closed;Code Smell;Track uses of TODO tags;Code Smell;2
Anonymous inner classes containing only one method should become lambdas;Code Smell;Utility classes should not have public constructors;Code Smell;2
Dead stores should be removed;Code Smell;Unnecessary imports should be removed;Code Smell;2
Conditionally executed blocks should be reachable;Code Smell;Generic exceptions should never be thrown;Code Smell;2
Printf-style format strings should be used correctly;Code Smell;Track uses of TODO tags;Code Smell;2
Exceptions should be either logged or rethrown but not both;Code Smell;throws declarations should not be superfluous;Code Smell;2
Methods should not have identical implementations;Code Smell;The diamond operator (<>) should be used;Code Smell;2
Insufficient Modularization;Design Smell;static base class members should not be accessed via derived types;Code Smell;2
Arrays should not be copied using loops;Code Smell;Track uses of TODO tags;Code Smell;2
Method names should comply with a naming convention;Code Smell;String literals should not be duplicated;Code Smell;2
Map.get and value test should be replaced with single method call;Code Smell;Unused method parameters should be removed;Code Smell;2
Anonymous inner classes containing only one method should become lambdas;Code Smell;Wide Hierarchy;Design Smell;2
Dead stores should be removed;Code Smell;Nested blocks of code should not be left empty;Code Smell;2
Cognitive Complexity of methods should not be too high;Code Smell;Constructors should not be used to instantiate String  BigInteger  BigDecimal and primitive-wrapper classes;Code Smell;2
Catches should be combined;Code Smell;Collection.isEmpty() should be used to test for emptiness;Code Smell;2
Boolean expressions should not be gratuitous;Code Smell;Insufficient Modularization;Design Smell;2
Collection.isEmpty() should be used to test for emptiness;Code Smell;Generic exceptions should never be thrown;Code Smell;2
Abstract classes without fields should be converted to interfaces;Code Smell;Unutilized Abstraction;Design Smell;2
String literals should not be duplicated;Code Smell;Unused local variables should be removed;Code Smell;2
Map.get and value test should be replaced with single method call;Code Smell;Preconditions and logging arguments should not require evaluation;Code Smell;2
Insufficient Modularization;Design Smell;Nested blocks of code should not be left empty;Code Smell;2
Loops should not contain more than a single break or continue statement;Code Smell;Nested blocks of code should not be left empty;Code Smell;2
Methods should not have too many parameters;Code Smell;Resources should be closed;Code Smell;2
Boxed Boolean should be avoided in boolean expressions;Code Smell;Deficient Encapsulation;Design Smell;2
Collapsible if statements should be merged;Code Smell;Unused method parameters should be removed;Code Smell;2
Catches should be combined;Code Smell;Source files should not have any duplicated blocks;Code Smell;2
Dead stores should be removed;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
Modifiers should be declared in the correct order;Code Smell;Unutilized Abstraction;Design Smell;2
Collapsible if statements should be merged;Code Smell;Preconditions and logging arguments should not require evaluation;Code Smell;2
Fields in a Serializable class should either be transient or serializable;Code Smell;String literals should not be duplicated;Code Smell;2
Null pointers should not be dereferenced;Code Smell;Source files should not have any duplicated blocks;Code Smell;2
Local variables should not be declared and then immediately returned or thrown;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
@Override should be used on overriding and implementing methods;Code Smell;Generic exceptions should never be thrown;Code Smell;2
@Deprecated code should not be used;Code Smell;Classes from sun.* packages should not be used;Code Smell;2
Generic exceptions should never be thrown;Code Smell;ThreadLocal.withInitial should be preferred;Code Smell;2
Generic exceptions should never be thrown;Code Smell;Ternary operators should not be nested;Code Smell;2
Catches should be combined;Code Smell;Unused local variables should be removed;Code Smell;2
Dead stores should be removed;Code Smell;Java 8 features should be preferred to Guava;Code Smell;2
Catches should be combined;Code Smell;Null pointers should not be dereferenced;Code Smell;2
Preconditions and logging arguments should not require evaluation;Code Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;2
Catches should be combined;Code Smell;Try-catch blocks should not be nested;Code Smell;2
Feature Concentration;Architectural Smell;Private fields only used as local variables in methods should become local variables;Code Smell;2
Method names should comply with a naming convention;Code Smell;throws declarations should not be superfluous;Code Smell;2
Generic exceptions should never be thrown;Code Smell;Utility classes should not have public constructors;Code Smell;2
Multifaceted Abstraction;Design Smell;Unutilized Abstraction;Design Smell;2
Null checks should not be used with instanceof;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;Using regular expressions is security-sensitive;Code Smell;2
Method names should comply with a naming convention;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
Feature Concentration;Architectural Smell;Unused private methods should be removed;Code Smell;2
Boolean literals should not be redundant;Code Smell;Boxed Boolean should be avoided in boolean expressions;Code Smell;2
Cognitive Complexity of methods should not be too high;Code Smell;Generic wildcard types should not be used in return parameters;Code Smell;2
Exceptions should be either logged or rethrown but not both;Code Smell;String literals should not be duplicated;Code Smell;2
Methods should not have too many parameters;Code Smell;Unused local variables should be removed;Code Smell;2
Cognitive Complexity of methods should not be too high;Code Smell;Resources should be closed;Code Smell;2
Child class fields should not shadow parent class fields;Code Smell;Java 8 features should be preferred to Guava;Code Smell;2
Synchronized classes Vector  Hashtable  Stack and StringBuffer should not be used;Code Smell;Unnecessary imports should be removed;Code Smell;2
Strings and Boxed types should be compared using equals();Code Smell;Unutilized Abstraction;Design Smell;2
Collection.isEmpty() should be used to test for emptiness;Code Smell;throws declarations should not be superfluous;Code Smell;2
String literals should not be duplicated;Code Smell;URIs should not be hardcoded;Code Smell;2
Local variable and method parameter names should comply with a naming convention;Code Smell;Unnecessary imports should be removed;Code Smell;2
Null checks should not be used with instanceof;Code Smell;throws declarations should not be superfluous;Code Smell;2
Anonymous inner classes containing only one method should become lambdas;Code Smell;Constant names should comply with a naming convention;Code Smell;2
Unutilized Abstraction;Design Smell;static base class members should not be accessed via derived types;Code Smell;2
Cognitive Complexity of methods should not be too high;Code Smell;Using regular expressions is security-sensitive;Code Smell;2
Insufficient Modularization;Design Smell;Multifaceted Abstraction;Design Smell;2
Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;equals(Object obj) and hashCode() should be overridden in pairs;Code Smell;2
Catches should be combined;Code Smell;Child class fields should not shadow parent class fields;Code Smell;2
Ternary operators should not be nested;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
Local variables should not be declared and then immediately returned or thrown;Code Smell;throws declarations should not be superfluous;Code Smell;2
Preconditions and logging arguments should not require evaluation;Code Smell;switch statements should have default clauses;Code Smell;2
Declarations should use Java collection interfaces such as List rather than specific implementation classes such as LinkedList;Code Smell;Feature Concentration;Architectural Smell;2
@Deprecated code should not be used;Code Smell;Ternary operators should not be nested;Code Smell;2
Boolean expressions should not be gratuitous;Code Smell;Generic exceptions should never be thrown;Code Smell;2
Changing or bypassing accessibility is security-sensitive;Code Smell;Generic exceptions should never be thrown;Code Smell;2
Java 8 features should be preferred to Guava;Code Smell;Methods should not be empty;Code Smell;2
Boxed Boolean should be avoided in boolean expressions;Code Smell;Broken Hierarchy;Design Smell;2
Exceptions should be either logged or rethrown but not both;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;2
Deficient Encapsulation;Design Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;2
Methods should not have too many parameters;Code Smell;switch statements should have default clauses;Code Smell;2
InterruptedException should not be ignored;Code Smell;Nested blocks of code should not be left empty;Code Smell;2
Jump statements should not be redundant;Code Smell;Null pointers should not be dereferenced;Code Smell;2
Subclasses that add fields should override equals;Code Smell;Unnecessary imports should be removed;Code Smell;2
Anonymous inner classes containing only one method should become lambdas;Code Smell;Field names should comply with a naming convention;Code Smell;2
Collection.isEmpty() should be used to test for emptiness;Code Smell;String literals should not be duplicated;Code Smell;2
Boxed Boolean should be avoided in boolean expressions;Code Smell;Unutilized Abstraction;Design Smell;2
Empty arrays and collections should be returned instead of null;Code Smell;throws declarations should not be superfluous;Code Smell;2
Anonymous inner classes containing only one method should become lambdas;Code Smell;Inheritance tree of classes should not be too deep;Code Smell;2
Boolean literals should not be redundant;Code Smell;Unnecessary imports should be removed;Code Smell;2
Insufficient Modularization;Design Smell;switch statements should have default clauses;Code Smell;2
Deprecated elements should have both the annotation and the Javadoc tag;Code Smell;Insufficient Modularization;Design Smell;2
Boxed Boolean should be avoided in boolean expressions;Code Smell;Ternary operators should not be nested;Code Smell;2
Resources should be closed;Code Smell;Using command line arguments is security-sensitive;Code Smell;2
Broken Hierarchy;Design Smell;Child class fields should not shadow parent class fields;Code Smell;2
Insufficient Modularization;Design Smell;switch statements should have at least 3 case clauses;Code Smell;2
Methods should not be empty;Code Smell;throws declarations should not be superfluous;Code Smell;2
Map.get and value test should be replaced with single method call;Code Smell;Track uses of TODO tags;Code Smell;2
Collection.isEmpty() should be used to test for emptiness;Code Smell;Synchronized classes Vector  Hashtable  Stack and StringBuffer should not be used;Code Smell;2
Field names should comply with a naming convention;Code Smell;Public constants and fields initialized at declaration should be static final rather than merely final;Code Smell;2
Collection.isEmpty() should be used to test for emptiness;Code Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;2
Boxed Boolean should be avoided in boolean expressions;Code Smell;Conditionally executed blocks should be reachable;Code Smell;2
Externalizable classes should have no-arguments constructors;Code Smell;Fields in a Serializable class should either be transient or serializable;Code Smell;2
InterruptedException should not be ignored;Code Smell;Methods should not be empty;Code Smell;2
Boolean expressions should not be gratuitous;Code Smell;Unnecessary imports should be removed;Code Smell;2
@Override should be used on overriding and implementing methods;Code Smell;Catches should be combined;Code Smell;2
Method names should comply with a naming convention;Code Smell;Try-catch blocks should not be nested;Code Smell;2
Sections of code should not be commented out;Code Smell;Unused method parameters should be removed;Code Smell;2
Conditionally executed blocks should be reachable;Code Smell;Source files should not have any duplicated blocks;Code Smell;2
Insufficient Modularization;Design Smell;Local variable and method parameter names should comply with a naming convention;Code Smell;2
